theta,v_w,H,pilot_kappa,s_vw_fit,p_fit,q_fit,kappa_fit,lambda_fit,A0_theta_fit,A_eff_fit,rel_rmse
0.7853981633974483,0.7,2.0,0.90327999999995,0.2500414256406645,3.2461426726972884,2.0,0.22585741895268693,1.6483074205151893,0.2208123085663919,0.06937283069847942,0.038877186794371736
0.7853981633974483,0.9,0.05,2.154960000004548,0.37230612488506104,3.2461426726972884,2.0,0.8,1.6483074205151893,0.2208123085663919,0.15685123247521873,0.12847126159695696
0.7853981633974483,0.9,0.1,2.1311999999997653,0.37230612488506104,3.2461426726972884,2.0,0.7934588133549547,1.6483074205151893,0.2208123085663919,0.15685123247521873,0.06031821424988884
0.7853981633974483,0.9,0.2,1.9907999999997807,0.37230612488506104,3.2461426726972884,2.0,0.7411870334210979,1.6483074205151893,0.2208123085663919,0.15685123247521873,0.04846168019503697
0.7853981633974483,0.9,0.5,1.664639999999817,0.37230612488506104,3.2461426726972884,2.0,0.6197556677285998,1.6483074205151893,0.2208123085663919,0.15685123247521873,0.09051881045620429
0.7853981633974483,0.9,1.0,1.3881599999998568,0.37230612488506104,3.2461426726972884,2.0,0.516820470320393,1.6483074205151893,0.2208123085663919,0.15685123247521873,0.043061567751209236
0.7853981633974483,0.9,1.5,1.2499199999999036,0.37230612488506104,3.2461426726972884,2.0,0.46535287161629957,1.6483074205151893,0.2208123085663919,0.15685123247521873,0.04181571406563679
0.7853981633974483,0.9,2.0,1.115279999999941,0.37230612488506104,3.2461426726972884,2.0,0.4152255749617889,1.6483074205151893,0.2208123085663919,0.15685123247521873,0.017046785439921202
1.308996938995747,0.3,0.05,1.278960000002699,0.1297397878886659,3.2461426726972884,2.0,0.16593199911843828,1.8055166546366528,0.6833103890463863,0.013717627834731223,0.14107825650884367
1.308996938995747,0.3,0.1,1.232879999999864,0.1297397878886659,3.2461426726972884,2.0,0.15995358969216075,1.8055166546366528,0.6833103890463863,0.013717627834731223,0.10929259531391079
1.308996938995747,0.3,0.2,1.055279999999884,0.1297397878886659,3.2461426726972884,2.0,0.1369118033631363,1.8055166546366528,0.6833103890463863,0.013717627834731223,0.11548961515380674
